#objID,g,r,i,u
1237645941298561273,19.37382,18.40153,17.90498,21.39376
1237645941298561229,22.07312,21.81022,21.56186,23.94483
1237645941298561208,21.75448,21.80612,21.57278,24.1499
1237645941298561203,18.21681,17.14074,16.45299,24.64703
1237645941298758297,22.55123,21.69846,21.04206,23.098
1237645941298758296,22.20412,21.34451,21.25807,23.6453
1237645941298758294,21.21906,19.87569,19.39802,23.27136
1237645941298758292,22.38455,21.29448,20.69923,24.51366
1237645941298758289,21.87356,21.10963,20.86577,23.32819
1237645941298758288,22.07958,20.90233,20.65241,23.4425
1237645941298758286,22.00021,21.21828,21.05795,22.97203
1237645941298758284,21.67504,20.23984,19.90212,21.88769
1237645941298758283,20.28846,19.47499,19.03586,21.61608
1237645941298758281,22.84252,21.81955,21.57657,23.75679
1237645941298758279,22.42039,21.35954,20.89525,22.82096
1237645941298758278,23.31165,21.54581,20.85736,23.8875
1237645941298758273,22.38101,21.27496,21.12272,22.63799
1237645941298758268,22.56275,21.61289,20.62068,22.93112
1237645941298758266,21.2144,20.49513,20.12969,22.23896
1237645941298758265,21.86619,21.47921,21.19245,22.25908
1237645941298758263,22.5614,20.89656,20.18223,23.20751
1237645941298758257,22.25607,21.05698,20.61546,23.63548
1237645941298758256,22.59705,21.09253,20.32949,25.9326
1237645941298758255,22.88268,21.69472,21.61951,23.46166
1237645941298758254,22.47766,21.03419,20.54465,23.23952
1237645941298758251,22.01698,21.92723,21.52789,22.06563
1237645941298758243,20.77867,19.98336,19.47544,22.24008
1237645941298758241,22.57525,21.9894,21.51805,22.63703
1237645941298758240,21.54471,20.40223,19.89573,23.05044
1237645941298758237,22.40966,20.5016,19.89187,22.66349
1237645941298758235,21.74993,20.88153,20.557,22.98029
1237645941298758234,21.67703,20.91617,20.58623,22.65391
1237645941298758232,21.22953,20.52497,20.10118,21.87197
1237645941298758231,21.47366,20.51425,20.02525,22.93682
1237645941298758230,22.06814,20.78168,20.2699,23.45568
1237645941298758225,21.91807,20.58908,20.17599,23.13134
1237645941298758224,22.78753,21.93957,21.5267,24.5477
1237645941298758223,22.63394,21.19324,20.40623,25.13568
1237645941298758220,22.48198,21.07699,20.22753,24.21782
1237645941298758216,22.04662,21.42378,21.29687,22.53543
1237645941298758213,21.00988,20.34388,20.06555,22.60411
1237645941298758212,21.0835,19.69697,19.18744,23.62847
1237645941298758211,22.43811,21.73261,21.35043,25.09276
1237645941298758207,22.23953,21.5938,21.326,25.27137
1237645941298758204,22.30858,21.68604,21.87354,24.02347
1237645941298758203,22.35252,21.55506,21.12029,23.50525
1237645941298758197,22.61653,21.8302,21.22311,23.04097
1237645941298758196,24.24837,21.96531,21.31854,24.14018
1237645941298758195,21.86427,21.19162,21.12524,23.37881
1237645941298758191,22.20199,21.19437,20.52213,25.89043
1237645941298758190,21.43333,20.51644,20.13014,22.23514
1237645941298758188,22.58915,21.50727,21.43662,23.36476
1237645941298758184,22.34744,21.37936,21.05237,23.12689
1237645941298758183,21.59131,20.43595,19.72271,23.71299
1237645941298758180,22.7567,21.7823,21.76643,23.24369
1237645941298758176,22.0831,21.30938,20.82481,23.11134
1237645941298758168,21.10141,19.92244,19.38553,22.50627
1237645941298758164,21.47157,20.82358,20.72021,22.37873
1237645941298758163,21.60829,20.33295,19.95725,22.58441
1237645941298758161,20.65207,19.95125,19.54763,21.54597
1237645941298758159,21.96129,21.31063,20.75408,22.96889
1237645941298758158,21.8722,20.82157,20.70768,22.31474
1237645941298758154,21.60245,20.00748,19.32104,24.2179
1237645941298758153,22.88755,21.28372,20.68687,23.81333
1237645941298758152,22.80428,21.81864,21.21997,22.9572
1237645941298758150,21.748,20.93881,20.93304,22.4804
1237645941298758147,21.58279,20.28483,19.93787,22.46262
1237645941298758146,22.48624,21.23948,20.77682,23.63252
1237645941298758144,22.06003,20.87313,20.23347,24.97341
1237645941298758141,21.66721,20.49912,19.93,21.6068
1237645941298758139,22.00557,21.15501,20.87099,23.00842
1237645941298758131,20.23108,19.22983,18.64727,21.77387
1237645941298758129,21.20655,20.5806,20.22158,22.24419
1237645941298758125,22.04418,20.97071,20.55005,22.91023
1237645941298758107,21.18052,20.1409,19.90007,21.8249
1237645941298758105,20.96197,20.20751,20.04684,21.71222
1237645941298758101,21.44518,20.38555,19.94764,22.45994
1237645941298758099,21.79813,20.66094,20.16949,23.84769
1237645941298758084,22.97286,21.7699,21.57412,25.01882
1237645941298758083,21.59845,20.59319,20.39782,21.58732
1237645941298758080,21.40374,20.83754,20.671,22.24112
1237645941298758079,22.76132,21.22275,20.57975,24.38403
1237645941298758076,20.49692,19.77763,19.45791,21.56985
1237645941298758075,20.11863,19.48994,19.18382,20.96628
1237645941298758069,23.2702,21.80551,20.47558,20.95476
1237645941298758067,21.30152,20.60444,20.30829,22.3052
1237645941298758056,20.64168,20.28857,20.03206,20.68364
1237645941298758053,20.62395,19.58529,19.10894,21.58812
1237645941298758051,21.05286,20.27952,19.83466,23.38868
1237645941298758045,20.40959,20.07007,19.78992,22.92383
1237645941298758035,22.38974,21.93648,21.84467,23.04686
1237645941298758034,20.65084,20.37787,20.23289,21.12121
1237645941298758012,19.91541,19.31581,18.98442,21.06023
1237645941298758006,23.48357,21.64846,20.76771,24.77081
1237645941298758005,20.45032,19.12592,18.60627,22.7303
1237645941298758002,19.33286,18.22911,17.76229,21.49423
1237645941298758000,22.65197,21.47855,21.10147,24.33185
1237645941298757993,19.01466,18.36228,18.0737,20.75382
1237645941298757988,19.14059,17.76542,17.25607,21.23776
1237645941298757961,20.44962,19.08311,18.55473,24.02453
1237645941298757955,18.82206,18.2101,17.8402,19.94853
1237645941298757872,22.27675,21.13949,20.54577,24.28367
1237645941298757828,21.71322,21.54044,21.10169,22.13188
1237645941298757827,22.53106,21.60493,21.60154,24.58329
1237645941298757816,20.68781,19.68004,19.27142,21.68431
1237645941298757803,23.43295,21.82936,21.04514,24.43365
1237645941298757802,22.88934,21.02959,20.27375,25.0757
1237645941298757801,21.98483,20.77447,20.00948,24.22831
1237645941298757800,22.71725,21.19411,20.45967,23.97617
1237645941298757799,21.48731,20.08883,19.43888,24.63467
1237645941298757767,22.22298,20.41595,19.87578,23.90747
1237645941298757763,22.58504,21.71066,21.50752,23.61449
1237645941297184882,11.82248,11.26896,11.12632,14.30034
1237645941297184840,19.76661,17.58887,16.8457,26.33594
1237645941297184822,22.69995,21.80639,21.1677,23.82945
1237645941297184819,22.47928,20.96082,20.71573,24.63466
1237645941297184818,22.09246,20.32486,19.63893,25.21815
1237645941297184817,18.29154,17.69899,17.5458,19.44139
1237645941297184807,22.64667,21.33494,20.77647,23.8854
1237645941297184806,21.8506,20.22851,19.66708,23.7654
1237645941297184786,19.36453,18.46813,17.90798,20.52478
1237645941297120199,22.86866,21.45689,21.80168,24.89977
1237645941297120193,25.75242,21.63238,20.82229,26.27781
1237645941297120128,23.28112,21.82558,20.47479,22.95133
1237645941297120124,23.28679,21.87543,20.48006,26.80011
1237645941297120060,22.4987,21.71679,21.4784,22.82885
1237645941297120047,23.04248,21.67242,21.11434,25.29569
1237645941297120043,22.45257,21.68,20.90067,22.21765
1237645941297120042,22.54959,21.35862,21.12644,22.5694
1237645941297120036,23.77645,21.83035,21.11885,24.31757
1237645941297120035,23.46175,21.77737,21.13362,23.87813
1237645941297120031,22.8106,21.97948,21.89904,23.59253
1237645941297120028,22.69412,21.8793,21.83264,24.73155
1237645941297120025,23.18801,21.42296,20.29505,22.91935
1237645941297120020,22.64568,21.49869,21.31671,24.917
1237645941297120010,22.38741,20.11525,24.18466,21.71018
1237645941297120007,24.39553,21.94182,21.01983,24.64615
1237645941297120006,23.49259,21.96853,20.92865,23.35595
1237645941297120005,25.09463,21.32052,24.24151,26.46034
1237645941297120003,23.31075,21.60578,20.71379,23.78487
1237645941297120001,24.02396,21.76707,21.62927,23.17718
1237645941297119999,26.24122,20.67197,22.38515,23.53751
1237645941297119995,23.36616,21.59654,21.08004,23.35106
1237645941297119994,19.75894,19.05624,19.67559,20.27449
1237645941297119992,22.26156,20.8008,19.97098,25.34574
1237645941297119985,22.68993,21.04197,20.07878,23.05961
1237645941297119980,22.72287,21.47372,21.34944,22.11999
1237645941297119977,22.86488,21.75664,21.97198,23.13275
1237645941297119969,23.04549,21.52382,20.9373,22.26495
1237645941297119968,22.97427,21.22815,20.5072,24.21654
1237645941297119965,23.22297,21.461,20.66874,23.53667
1237645941297119962,24.88082,21.57824,21.2928,25.68079
1237645941297119956,24.43344,21.93941,21.37194,23.80157
1237645941297119947,22.7065,21.43603,21.0526,23.86152
1237645941297119945,21.797,21.08589,20.55925,24.39475
1237645941297119943,23.35702,21.91281,21.4095,23.64936
1237645941297119934,23.23684,21.90696,21.62705,25.28459
1237645941297119933,24.58038,21.56281,20.79794,23.60394
1237645941297119931,22.29248,21.08741,20.28527,24.32617
1237645941297119922,22.40429,21.05178,20.84692,24.96225
1237645941297119920,22.89221,21.88753,21.83765,22.43269
1237645941298102326,11.34448,10.68666,10.5359,14.92377
1237645941298102328,22.86622,21.82287,21.63246,24.63466
1237645941298102313,20.81765,20.01939,19.75147,22.36334
1237645941298102312,19.62306,18.14537,17.60326,21.86671
1237645941298037664,22.96746,21.81309,22.15939,25.44247
1237645941298037663,23.4216,21.42857,21.29686,24.37193
1237645941298037662,24.4813,21.11063,20.94692,23.31604
1237645941298102407,25.11438,21.4837,20.6173,24.63485
1237645941298037661,24.19382,21.04385,21.48856,23.76151
1237645941298037570,22.83255,21.68771,20.42398,22.56648
1237645941298037546,23.83753,21.93624,21.2074,24.49562
1237645941298037542,22.528,21.906,21.4269,23.30655
1237645941298037538,24.16589,21.85435,21.74886,23.80866
1237645941298037537,23.54223,21.5587,20.36875,25.13983
1237645941298037536,22.35243,21.22163,21.23708,22.30156
1237645941298037535,22.27087,21.44036,20.54387,24.4486
1237645941298037533,22.70472,21.70075,20.97165,26.52859
1237645941298037532,22.29403,20.87981,20.42465,23.42887
1237645941298037527,22.86444,21.8464,21.39857,23.91286
1237645941298037516,23.02656,21.68155,21.19063,23.2731
1237645941298037515,22.99663,21.78166,21.22463,23.15013
1237645941298037502,22.49062,21.84948,22.16223,23.85316
1237645941298037498,22.67071,21.788,21.32663,22.71056
1237645941298037497,23.07815,21.85118,21.95754,23.37593
1237645941298037496,23.35464,21.79912,21.62398,25.91664
1237645941298037490,21.67432,18.2521,18.01873,18.70022
1237645941298037484,23.00053,21.52941,20.56937,25.68372
1237645941298037480,23.2709,21.49976,20.34353,23.40302
1237645941298037479,22.5228,20.83769,20.96869,24.74148
1237645941298037477,23.56028,20.88868,21.07458,22.07087
1237645941298037472,22.81965,21.75534,21.4193,23.03986
1237645941298037468,23.07614,21.64244,21.08073,25.4291
1237645941298037464,24.62443,21.99676,21.17625,23.84391
1237645941298037462,22.79157,21.63819,21.47254,22.91897
1237645941298037457,22.86767,21.89804,20.88287,25.73898
1237645941298037455,23.04528,21.27241,20.30245,24.91318
1237645941298037454,22.75735,21.28825,20.45396,25.13272
1237645941298037453,22.79801,21.66352,22.21739,22.3001
1237645941298037449,22.21971,21.17864,21.24511,22.50206
1237645941298037447,22.32715,21.17045,21.82236,22.30097
1237645941298037446,23.96198,21.96092,22.11107,23.24124
1237645941298037444,22.86083,21.83247,21.13938,24.04303
1237645941298037440,23.15631,21.7715,21.10696,23.62055
1237645941298037437,23.86721,21.92396,21.52962,23.63002
1237645941298037430,23.32323,21.70086,20.80463,23.46409
1237645941298037425,24.45743,20.98226,19.91363,25.42389
1237645941298037424,23.93912,21.88927,21.18497,22.89095
1237645941298037423,22.50308,21.63989,21.69595,23.25573
1237645941298037420,23.38153,21.74236,21.57318,23.41479
1237645941298037419,24.74225,21.23494,20.73037,23.16052
1237645941298037418,22.80869,21.14067,20.39589,22.37267
1237645941298037409,22.69384,21.47389,21.81279,24.36928
1237645941298037408,23.42399,21.84529,20.82171,24.26826
1237645941298037393,22.696,21.64262,20.99166,22.525
1237645941298037392,22.45518,21.51037,20.94475,24.88501
1237645941298037389,24.45163,21.97762,20.58102,23.52652
1237645941298037385,23.65949,21.96078,21.09892,25.96066
1237645941298037371,22.31194,21.25327,21.01983,22.39927
1237645941298037369,20.33927,19.03333,18.56427,22.66646
1237645941298037367,21.75199,20.93978,20.99459,23.162
1237645941298037366,22.02427,21.23649,20.83806,24.51943
1237645941298037361,22.17348,20.72743,20.19157,23.68933
1237645941298037359,22.39988,21.37535,20.91068,22.80145
1237645941298037357,22.54896,20.80207,20.18262,22.72327
1237645941298037355,22.47139,20.73818,20.18428,23.27291
1237645941298037354,22.47293,21.35967,21.10669,23.41087
1237645941298037353,22.38821,21.50855,21.01698,24.56507
1237645941298037350,21.8973,20.99895,20.57678,22.38536
1237645941298037349,22.64963,21.86076,21.67827,24.08505
1237645941298037347,25.16176,21.92887,21.68125,23.85978
1237645941298037343,21.44878,20.11937,19.57933,23.2432
1237645941298037342,22.14085,21.08354,20.59302,23.4049
1237645941298037340,20.27814,18.95763,18.28645,23.38466
1237645941298037335,22.11916,21.03989,20.50729,25.72871
1237645941298037334,21.83213,20.23197,19.67977,22.14042
1237645941298037333,22.70839,21.81308,21.74217,23.45885
1237645941298037327,21.36721,21.50403,22.11481,22.20163
1237645941298037324,22.85306,21.91469,21.77617,24.13916
1237645941298037323,23.59601,21.22982,20.94991,25.20221
1237645941298037322,21.67628,20.31928,19.84435,22.51623
1237645941298037316,22.45817,21.86358,21.4066,22.59946
1237645941298037314,22.88625,21.1108,20.40969,23.86019
1237645941298037311,21.99679,20.67332,19.92666,23.84078
1237645941298037308,21.1776,19.80884,19.29708,23.34416
1237645941298037306,21.93421,21.27053,21.13455,22.63687
1237645941298037305,22.14187,21.29097,21.09123,22.90421
1237645941298037304,22.26467,21.66731,21.46243,22.87559
1237645941298037301,22.03084,20.95265,20.74264,24.26943
1237645941298037294,22.01115,21.46759,21.3387,22.65119
1237645941298037293,22.03421,20.92932,20.63521,22.43349
1237645941298037292,24.30308,21.81281,21.08161,25.49063
1237645941298037291,23.06696,21.71753,21.19533,24.1979
1237645941298037289,22.47526,21.80938,21.36798,23.67831
1237645941298037287,22.17668,20.99113,20.54333,23.14437
1237645941298037285,21.6387,20.42548,20.03157,24.01019
1237645941298037274,21.45713,20.55375,20.23417,21.98604
1237645941298037272,21.54352,20.7693,20.42742,22.81178
1237645941298037270,22.29222,21.23133,20.89862,23.26761
1237645941298037269,22.33484,21.52932,21.13956,23.15605
1237645941298037268,21.25847,20.88908,20.66834,22.29461
1237645941298037267,22.21999,21.41101,21.06634,22.89724
1237645941298037265,22.83689,21.57099,23.31267,23.38115
1237645941298037262,22.39591,20.80574,20.253,24.09015
1237645941298037259,22.24511,20.53267,19.87507,23.60786
1237645941298037257,22.66724,21.82487,21.20885,24.25783
1237645941298037256,22.71726,21.26975,20.75081,24.09
1237645941298037253,21.39754,20.62896,20.16356,22.47282
1237645941298037252,22.2266,21.33743,20.86728,23.20921
1237645941298037251,21.84586,20.47653,20.17405,22.57013
1237645941298037250,22.46358,20.77756,19.84009,22.77364
1237645941296529921,22.54139,21.28839,20.77748,23.16312
1237645941296529920,22.88802,21.80454,21.21787,24.7217
1237645941296529918,21.39034,20.17443,19.69346,22.19719
1237645941296529917,22.36993,21.05516,20.31723,24.92248
1237645941296529915,22.21719,21.24167,20.85049,23.62356
1237645941296529913,21.55877,20.63054,20.30713,22.40861
1237645941296529912,21.53695,19.9259,19.29456,23.1476
1237645941296529911,22.39597,21.25737,20.59375,23.68338
1237645941296529910,22.51479,21.52938,21.08138,24.02935
1237645941296529909,23.39585,21.72047,21.07885,24.24057
1237645941296529906,21.32311,20.08301,19.61232,22.5133
1237645941296529901,22.18235,21.51878,21.02705,22.3893
1237645941296529899,22.15862,21.47178,21.46126,23.65285
1237645941296529898,21.65689,21.04755,20.75864,23.3405
1237645941296529896,24.73883,21.92993,21.36035,23.98405
1237645941296529895,20.84318,19.80555,19.38116,22.02194
1237645941296529893,21.00237,19.78279,19.23706,22.18007
1237645941296529892,22.36498,20.82006,20.35711,23.76812
1237645941296529891,21.57708,20.49838,20.34551,22.63556
1237645941296529889,21.94769,20.55813,20.11244,23.32682
1237645941296529887,22.09117,20.38524,19.87267,24.39705
1237645941296529886,22.57488,21.69802,21.34475,23.43082
1237645941296529883,21.52518,20.35974,20.12687,23.9308
1237645941296529882,21.55359,20.18794,19.63589,22.30519
1237645941296529877,21.87181,20.53289,20.02252,23.31556
1237645941296529876,21.29056,19.98353,19.45061,23.08497
1237645941296529873,22.16248,21.28031,21.09647,22.47469
1237645941296529872,20.69491,19.20818,18.56457,21.80675
1237645941296529869,22.45003,21.65601,21.36235,25.39153
1237645941296529868,22.5995,21.72959,21.48195,22.29808
1237645941296529866,22.78939,20.95047,20.2314,23.42027
1237645941296529865,22.5235,20.90737,20.21318,25.11421
1237645941296529864,21.67003,20.95069,20.5951,22.33608
1237645941296529863,22.64215,21.66342,21.27013,23.22017
1237645941296529862,22.00634,20.69656,20.31685,22.34359
1237645941296529860,22.50143,21.56578,21.03011,25.33007
1237645941296529859,21.79833,20.197,19.58714,23.04719
1237645941296529855,21.75725,20.97953,20.66058,23.74414
1237645941296529847,22.84255,21.41903,20.54478,24.05159
1237645941296529841,19.80951,19.21679,18.81102,20.97985
1237645941296529839,22.7853,21.36896,20.79676,23.71424
1237645941296529836,21.8726,20.30533,19.69295,22.90486
1237645941296529834,22.17772,20.51744,19.79741,25.00026
1237645941296529832,21.5603,20.78788,20.27284,22.56294
1237645941296529831,21.84149,20.06703,19.37915,22.66245
1237645941296529829,22.37654,21.87599,21.75377,23.38297
1237645941296529826,21.83052,21.09741,22.81183,22.43111
1237645941299085997,22.34179,21.29521,20.97188,22.74304
1237645941299085995,22.63773,21.42876,20.59748,26.33956
1237645941299085988,21.30933,20.01835,19.48288,23.22041
1237645941299085986,22.26036,21.19188,20.86309,23.02876
1237645941299085985,22.16923,21.91046,21.21243,23.44085
1237645941299085983,22.44845,20.69337,19.87347,24.98441
1237645941299085982,22.16736,21.61192,21.54492,23.22524
1237645941299085979,22.62889,20.85537,20.2424,24.54299
1237645941299085976,21.80587,20.649,20.21045,22.76408
1237645941299085975,21.88113,21.0323,20.73958,24.47514
1237645941299085973,22.20853,20.8874,20.30612,23.51754
1237645941299085971,21.87975,20.98709,20.85424,22.93694
1237645941299085970,20.04224,19.39674,18.97673,21.78596
1237645941299085968,21.25956,20.18188,19.80715,22.68277
1237645941299085957,22.35504,21.77347,21.2177,23.79305
1237645941299085954,22.0816,20.25594,19.61566,23.32043
1237645941299085953,22.27606,21.68988,21.47631,23.09329
1237645941299085949,22.20291,21.80044,21.87382,22.84378
1237645941299085946,22.58493,21.79739,21.75027,24.04244
1237645941299085945,22.54293,21.75818,21.09074,22.26955
1237645941299085943,21.73694,21.10855,20.68337,23.38103
1237645941299085942,22.76857,21.76642,21.38683,25.06773
1237645941299085941,20.95117,19.95147,19.54501,22.55359
1237645941299085939,21.31927,20.55364,20.09512,22.91346
1237645941299085938,22.42417,21.64052,21.47714,22.67837
1237645941299085936,20.89406,20.34136,20.37733,22.53278
1237645941299085932,21.11434,19.78104,19.33576,22.57686
1237645941299085929,22.2148,20.4456,19.80037,24.82164
1237645941299085927,22.33248,21.06049,20.5299,22.65321
1237645941299085923,21.1652,20.83416,20.46243,23.1473
1237645941299085921,22.69076,21.78977,21.38809,24.48
1237645941299085919,21.82867,20.59187,19.45072,24.19416
1237645941299085918,22.69633,21.86918,21.52613,23.82564
1237645941299085913,22.50371,21.5325,21.25656,23.21242
1237645941299085911,22.73455,21.89356,21.69996,24.53633
1237645941299085904,22.62032,20.61004,19.87073,25.48991
1237645941299085899,21.9942,21.14288,20.8074,22.31776
1237645941299085895,22.76603,21.66284,21.24829,22.6703
1237645941299085892,22.27756,21.53198,21.19257,22.82871
1237645941299085891,23.00887,21.70764,20.92615,24.66033
1237645941299085890,22.12998,21.06363,20.79289,22.26207
1237645941299085889,24.72231,21.87788,20.75248,23.58603
1237645941299085885,20.81908,19.38509,18.85662,23.65476
1237645941299085882,21.79446,21.24085,20.99884,22.9946
1237645941299085881,21.46227,20.38253,19.81403,22.58951
1237645941299085879,22.33878,21.05262,20.50293,24.58251
1237645941299085878,21.74838,20.48895,20.08909,22.41932
1237645941299085876,23.79756,21.28838,20.617,24.59175
1237645941299085875,22.48394,21.7255,21.45327,22.7372
1237645941299085871,21.18083,19.90894,19.41762,24.14012
1237645941299085869,22.26242,21.25978,21.04198,23.42601
1237645941299085867,22.39447,20.36532,19.53561,23.00417
1237645941299085865,21.48841,20.42719,19.90686,22.79978
1237645941299085864,20.78144,21.01332,25.69127,21.17823
1237645941299085863,21.43143,19.73364,19.03371,24.23212
1237645941299085862,21.10088,19.3459,18.53173,22.45146
1237645941299085856,22.04404,20.77174,20.01152,22.51143
1237645941299085855,21.17484,20.31102,19.9043,22.16379
1237645941299085854,22.35781,21.80673,21.63478,23.73347
1237645941299085848,22.20893,21.42468,20.87035,23.21729
1237645941299085847,21.6922,20.42135,19.97566,22.88836
1237645941299085846,22.80325,21.90092,21.51706,23.03594
1237645941299085844,21.83485,21.49103,21.16227,23.04307
1237645941299085843,22.10996,20.81556,20.43313,22.56183
1237645941299085842,22.36405,20.14496,19.54983,23.83739
1237645941299085841,21.81471,20.95199,20.70547,22.57093
1237645941299085839,21.96779,21.0023,20.4768,25.2661
1237645941299085838,22.27348,20.52926,19.77928,23.97204
1237645941299085836,20.92917,19.62681,19.1489,22.52851
1237645941299085804,21.44302,21.21412,21.20994,22.35811
1237645941299085788,20.87591,20.53774,20.18122,21.09712
1237645941299085779,20.93707,20.07761,19.80875,21.3341
1237645941299085773,22.77625,21.1137,20.29065,24.61313
1237645941299085764,21.559,20.51886,20.15226,22.11123
1237645941299085753,22.41856,21.9064,21.31331,24.64296
1237645941299085745,20.75379,19.89965,19.48568,21.89516
1237645941299085725,20.22152,19.05238,18.47026,21.87507
1237645941299085724,25.10873,21.74353,21.62173,24.5836
1237645941299085691,25.32058,21.78407,24.55334,24.68083
1237645941299085690,24.60479,21.86341,24.20125,24.75073
1237645941299085686,25.57923,21.81147,24.34066,24.65229
1237645941299085683,25.61172,21.70473,24.43295,24.6586
1237645941299085681,25.50999,21.55093,25.04211,24.70516
1237645941299085676,19.04911,17.55512,17.12919,21.72012
1237645941299085673,19.88918,19.11353,18.79212,21.34446
1237645941299085672,20.83255,19.39381,18.80569,22.69475
1237645941299085671,22.05919,20.88286,20.6639,25.18631
1237645941299085670,22.41233,21.34051,21.10292,24.00861
1237645941299085666,19.19319,17.87863,17.36137,20.75797
1237645941299085663,20.68302,19.32713,18.79741,22.87604
1237645941299085660,18.82983,18.09954,17.67131,20.43939
1237645941299085655,20.0504,19.13834,18.8513,20.8221
1237645941299085654,19.96093,18.82525,18.26824,21.92688
1237645941297512481,22.24277,20.44586,19.69834,24.17966
1237645941297512480,21.43548,19.72652,18.96648,25.02545
1237645941297512453,21.46457,19.81524,18.99685,26.70172
1237645941297512452,22.62957,21.83803,21.13832,24.63464
1237645941297447772,22.08751,21.48197,20.25069,23.55122
1237645941297447767,20.90393,19.62464,19.68394,20.91002
1237645941297447660,22.72381,21.9759,20.93786,23.2694
1237645941297447613,21.8348,20.5519,21.10321,22.56771
1237645941297447608,23.24234,21.54895,20.97211,23.93268
1237645941297447607,23.57037,21.98553,20.64453,24.76198
1237645941297447605,23.44322,21.94634,22.03242,22.49975
1237645941297447603,23.43607,21.93827,20.6302,25.20798
1237645941297447600,22.90776,21.4812,20.99281,25.21636
1237645941297447599,23.66411,21.88116,21.0931,24.76881
1237645941297447590,22.613,21.50246,20.7284,22.83556
1237645941297447589,23.06007,21.8062,21.07931,23.96556
1237645941297447588,21.59981,20.27718,19.77106,22.3826
1237645941297447586,22.72865,21.82274,21.57483,25.07093
1237645941297447577,24.08234,21.62205,20.7473,23.34107
1237645941297447572,23.76717,21.52576,21.48964,24.4116
1237645941297447569,22.3154,21.97267,21.6823,22.37243
1237645941297447568,23.00902,21.83964,21.60117,24.58535
1237645941297447566,22.63456,21.2586,20.77889,22.82414
1237645941297447564,22.70932,21.87936,21.38628,22.81246
1237645941297447561,23.32323,21.51813,21.23119,25.16067
1237645941297447557,23.24565,21.85256,20.8799,23.79373
1237645941297447556,23.24157,21.94301,21.82977,24.41781
1237645941297447549,22.92962,21.86103,21.48363,23.95265
1237645941297447548,22.96182,21.503,20.56289,25.30299
1237645941297447545,22.44659,21.14866,20.36108,24.90983
1237645941297447544,22.08845,20.83104,20.32345,25.25494
1237645941297447542,19.93298,18.77069,18.82675,19.34093
1237645941297447534,21.76309,20.57556,19.62018,23.54964
1237645941297447530,22.77646,20.94067,20.60969,23.64863
1237645941297447529,23.16497,21.16714,20.46771,24.25459
1237645941297447528,23.74996,21.27204,20.01155,25.84707
1237645941297447525,21.51391,19.97995,19.71426,21.8854
1237645941297447523,23.10882,21.08525,20.30683,22.88442
1237645941297447522,23.34675,21.29175,20.76806,25.2712
1237645941297447521,22.55642,20.58746,19.84508,22.41512
1237645941297447519,24.09381,21.77279,21.59263,26.21572
1237645941833859699,23.28941,21.90524,20.32639,25.61212
1237645941297447513,23.32207,21.77794,21.00522,24.53065
1237645941297447505,23.00291,21.30352,20.73248,24.1208
1237645941297447498,22.74976,21.96258,21.37587,23.1594
1237645941297447497,23.61901,21.96367,21.29388,24.83213
1237645941297447494,23.92162,21.96289,20.68849,23.95953
1237645941297447490,25.98206,21.93814,20.59813,23.19611
1237645941297447488,22.36187,20.65986,20.47309,26.10107
1237645941297447487,22.64672,20.92728,20.20713,24.23285
1237645941297447482,24.44976,21.80723,21.00711,23.73929
1237645941297447480,25.38036,21.85602,21.90528,23.25877
1237645941297447468,22.26295,20.8118,20.14606,25.13011
1237645941297447454,22.72888,21.28778,20.28144,23.09691
1237645941297447452,22.28041,21.148,20.46042,24.12188
1237645941297447447,23.71461,21.52945,20.47932,24.19196
1237645941297447445,18.67561,17.81478,17.48635,18.86449
1237645941297447439,23.16397,21.1446,20.4687,24.94892
1237645941297447438,24.21149,21.79842,21.14604,24.76664
1237645941297447431,23.74217,21.87991,21.19292,24.48445
1237645941297447427,23.01312,21.07389,20.58443,22.60259
1237645941297447422,22.61151,21.22248,20.73064,23.8822
1237645941297447418,26.11391,21.70815,20.91432,23.57599
1237645941297447415,23.5311,21.87941,21.52056,23.79215
1237645941298365052,21.20205,20.13993,19.68374,22.10052
1237645941298365045,22.20184,20.97003,20.55586,22.76749
1237645941298365044,20.57777,20.08319,19.76311,21.46648
1237645941298365043,22.73756,21.90361,21.43833,22.75584
1237645941298365042,22.40418,21.65958,21.08447,24.57431
1237645941298365038,22.06977,21.66577,21.18174,23.38252
1237645941298365035,22.4764,21.67782,21.31515,22.5662
1237645941298365034,22.17724,20.79495,20.22777,24.88007
1237645941298365032,22.23609,21.07664,20.69569,24.60998
1237645941298365030,21.95589,21.38748,21.20729,23.08764
1237645941298365029,22.15202,20.89627,20.49311,22.54663
1237645941298365028,22.7231,21.91853,21.78129,24.87409
1237645941298365026,22.74637,21.69646,21.19651,23.67367
1237645941298365023,20.93268,19.53791,19.0327,22.50045
1237645941298365021,21.89037,20.66131,20.34532,21.80358
1237645941298365018,21.26723,20.6427,20.37635,22.1244
1237645941298365016,22.31668,21.78542,21.39389,23.1173
1237645941298365015,21.70337,21.15628,20.86064,23.01686
1237645941298365014,21.4288,20.61124,20.25632,21.98912
1237645941298365012,22.24122,21.66368,21.42158,22.93536
1237645941298365010,21.13542,20.30895,20.15683,21.79556
1237645941298365009,21.57232,20.29515,19.83706,22.82535
1237645941298365008,22.65807,21.8509,21.1296,23.34285
1237645941298365007,22.15636,21.80415,21.22955,23.16543
1237645941298365006,22.14448,20.65924,20.13977,24.3058
